sl no,education,experience,industry,skills,jobtitle,clust
15742,1201,112,32,28,3434,1
15743,72,104,8,10,13482,4
15744,168,38,50,36,12880,1
15745,1206,86,29,23,9472,4
15746,46,110,29,14,6340,0
15747,1113,136,29,17,12388,2
15748,46,110,29,14,7128,4
15749,46,85,32,11,5516,3
15750,169,88,54,39,2565,1
15751,46,132,29,14,6289,1
15752,876,124,29,11,7477,4
15753,46,127,48,36,7302,1
15754,106,135,19,0,7258,1
15755,1465,108,29,14,15079,1
15756,715,18,7,29,211,1
15757,983,101,0,0,5904,0
15758,44,117,50,9,7838,3
15759,72,68,29,14,9226,1
15760,2005,64,32,43,3459,4
15761,46,124,29,17,11698,4
15762,773,127,34,1,7539,1
15763,46,88,29,14,5324,0
15764,143,88,19,1,3066,4
15765,44,104,29,23,15064,4
15766,46,103,29,24,13826,1
15767,1228,42,29,14,3467,1
15768,1678,1,38,33,7756,2
15769,1494,108,29,18,11366,0
15770,537,135,29,36,9189,3
15771,383,127,29,14,13543,4
15772,1435,9,44,6,9293,0
15773,227,102,16,11,13389,0
15774,168,28,57,9,7848,1
15775,1754,61,8,16,5498,2
15776,480,87,6,5,14214,3
15777,1206,9,32,14,6700,0
15778,537,4,30,7,3045,1
15779,46,19,49,1,7527,4
15780,537,4,17,6,3871,4
15781,1528,127,29,17,3458,3
15782,537,87,13,38,2529,4
15783,563,120,0,0,1463,2
15784,44,135,13,36,7403,4
15785,44,112,29,17,11999,2
15786,214,88,8,0,505,3
15787,46,19,37,36,5164,4
15788,537,4,5,35,7819,1
15789,46,132,8,10,11491,0
15790,537,120,9,1,2443,0
15791,72,19,29,26,5954,4
15792,169,8,29,36,5976,2
15793,229,135,29,11,7291,2
15794,46,110,29,28,10623,4
15795,290,136,32,38,13639,3
15796,1655,37,5,36,9987,1
15797,45,87,8,36,10070,1
15798,537,136,29,14,8629,2
15799,72,62,29,14,11639,2
15800,1918,104,6,1,5605,0
15801,1201,86,29,14,9472,1
15802,537,4,13,6,1359,2
15803,186,125,32,11,11584,4
15804,537,109,29,14,14241,4
15805,169,70,57,11,9975,2
15806,1291,123,7,24,6775,1
15807,1779,133,29,18,13438,1
15808,46,24,29,14,14111,1
15809,537,1,1,36,284,1
15810,46,112,50,36,1281,4
15811,537,142,8,0,6960,1
15812,1778,124,0,17,10476,1
15813,263,16,29,14,9577,2
15814,70,120,50,1,9213,2
15815,46,112,29,14,11099,4
15816,1201,119,29,17,10324,2
15817,46,101,29,14,640,3
15818,72,119,8,10,10072,2
15819,46,100,29,25,15026,0
15820,537,112,29,14,4619,2
15821,46,102,29,14,3587,1
15822,70,87,16,30,2610,1
15823,46,112,29,25,15032,1
15824,537,132,29,14,7966,2
15825,46,125,29,14,9282,2
15826,537,110,8,14,4815,2
15827,174,127,29,11,2479,4
15828,537,127,8,10,5341,2
15829,214,142,8,0,14608,4
15830,42,125,7,14,2084,2
15831,262,125,8,36,230,1
15832,537,134,29,14,4550,1
15833,46,122,29,16,13025,2
15834,70,85,16,1,12712,1
15835,46,117,29,16,3119,1
15836,1201,124,29,17,10490,2
15837,676,20,29,14,9378,1
15838,537,112,7,33,11807,3
15839,44,142,29,17,10385,2
15840,2100,133,19,6,8903,1
15841,70,112,56,36,12374,2
15842,537,136,16,42,14271,4
15843,46,8,29,14,834,4
15844,124,112,5,0,7429,2
15845,1778,133,29,14,9271,2
15846,1785,19,29,14,12185,0
15847,42,136,7,29,15141,3
15848,1472,142,29,18,9834,0
15849,556,112,34,0,7517,2
15850,70,101,29,13,671,1
15851,537,3,29,14,8692,0
15852,1715,80,48,6,8205,3
15853,70,86,16,36,1813,2
15854,169,110,8,10,745,3
15855,666,142,29,14,12368,2
15856,46,24,29,14,15013,2
15857,46,110,29,18,6875,2
15858,537,88,16,32,10171,1
15859,70,109,29,14,10139,3
15860,1471,119,29,18,5567,3
15861,537,118,29,14,4016,3
15862,47,9,32,36,10797,3
15863,70,104,29,14,1643,1
15865,70,102,16,32,11391,3
15866,46,127,29,14,8447,1
15867,1754,116,29,14,11650,2
15868,537,87,29,14,8372,2
15869,44,136,16,43,264,1
15870,676,117,29,14,13502,3
15871,1725,78,12,36,15104,4
15872,1991,103,29,14,11588,3
15873,453,126,29,14,9242,0
15875,1201,124,29,17,10327,1
15876,46,112,50,36,13135,1
15877,46,124,29,14,3093,0
15878,46,101,32,28,8643,2
15879,436,132,8,14,6254,1
15880,169,112,38,36,772,2
15881,537,19,29,14,13541,1
15882,1874,110,29,24,11844,2
15883,390,88,32,14,12181,0
15884,46,123,29,16,12928,3
15885,46,120,8,1,7233,2
15886,46,112,29,18,6812,0
15887,404,132,29,14,13231,3
15888,537,3,0,11,5005,1
15889,44,135,16,36,1860,3
15890,537,4,5,11,4962,3
15891,167,85,34,11,13104,2
15892,583,136,29,14,8169,2
15893,46,112,17,36,3980,1
15894,939,108,8,29,4006,1
15896,70,136,34,1,3205,4
15897,538,12,16,30,2593,2
15898,185,12,19,11,15094,1
15899,537,88,1,5,2669,2
15901,537,88,16,30,3013,1
15902,537,12,58,12,9023,2
15903,537,102,29,14,6206,3
15904,169,15,7,29,2966,1
15905,537,10,4,2,710,2
15906,46,19,31,31,5152,4
15907,714,5,40,32,1036,2
15908,44,86,16,42,9173,3
15909,537,9,7,29,13519,1
15910,550,5,51,36,1839,4
15911,563,136,7,29,6872,1
15912,1045,2,38,33,4150,4
15913,841,86,0,0,4389,2
15915,601,119,7,14,13590,2
15916,537,9,7,42,13915,3
15917,52,88,7,0,518,4
15918,537,127,43,14,6146,2
15919,443,112,29,14,6147,4
15920,70,5,29,30,2610,2
15921,46,12,19,32,7628,4
15922,537,9,29,21,15201,4
15923,537,8,29,14,580,4
15924,263,3,48,32,8241,0
15925,72,2,7,36,5343,2
15926,537,2,1,5,4822,0
15927,537,88,29,32,4480,3
15928,537,136,29,36,3446,2
15929,584,8,7,29,13796,0
15930,1233,112,16,42,4290,2
15931,676,11,12,36,10820,2
15932,537,2,29,36,7622,4
15933,537,9,32,36,10053,1
15936,2275,1,1,36,7167,2
15937,537,2,42,36,13752,1
15938,537,112,29,14,10138,2
15939,537,86,29,14,1526,1
15940,715,8,15,29,14136,2
15941,537,12,0,36,8290,3
15942,537,9,16,5,14641,0
15943,537,112,29,14,10137,2
15944,601,102,29,14,5594,4
15945,537,104,32,14,10712,4
15946,70,104,29,15,8625,4
15947,537,109,14,40,4607,3
15948,70,85,7,11,5011,2
15949,81,101,57,9,7837,2
15950,537,9,29,14,13982,3
15951,537,87,37,30,2475,1
15952,1321,120,29,21,5201,4
15953,537,9,8,14,4545,2
15954,46,120,29,21,5200,1
15955,904,3,8,10,14762,1
15956,537,103,1,30,11271,3
15957,537,5,16,36,1807,2
15958,44,2,49,32,12083,2
15960,537,101,32,14,8822,1
15961,2156,8,29,14,14877,1
15962,675,12,29,11,4992,2
15963,701,112,8,36,990,2
15964,2257,84,40,33,1148,4
15965,701,84,32,36,10013,2
15966,831,125,5,36,11204,4
15967,714,88,19,0,306,0
15968,1176,8,16,42,9905,4
15969,701,3,5,36,4120,4
15970,675,88,58,44,2119,2
15971,701,86,16,36,11035,2
15972,701,87,48,38,2199,1
15973,675,88,29,23,12886,4
15974,675,3,8,36,1196,4
15975,714,84,48,11,4282,4
15976,701,12,17,36,10009,2
15977,1994,110,49,17,10484,2
15978,675,12,7,7,7077,4
15979,1994,102,49,6,3223,2
15980,2018,110,29,14,12014,2
15981,2018,86,29,14,12146,1
15982,2018,10,29,28,4843,1
15983,701,111,29,36,6629,3
15984,44,10,29,14,3534,4
15985,44,111,29,14,8347,1
15986,1444,110,34,39,11682,3
15987,198,112,38,40,14573,4
15988,2082,9,49,11,4964,1
15989,588,108,52,0,371,2
15990,2072,120,58,12,3614,1
15991,537,12,49,11,14476,4
15992,537,102,29,14,6224,0
15993,714,3,1,14,8829,3
15994,831,12,13,36,10310,3
15995,2018,88,29,14,14937,4
15996,44,8,7,29,1489,4
15997,675,84,32,32,13431,2
15998,675,111,1,36,1799,2
15999,1020,88,44,33,12767,0
16000,2150,19,42,35,14991,2
16001,990,103,29,29,9545,1
16002,1994,86,29,14,4541,4
16003,675,2,54,36,1807,3
16004,2018,88,29,14,12258,1
16005,701,111,44,36,10849,3
16006,2018,1,29,28,8828,3
16007,2018,102,13,13,12671,4
16008,714,84,58,44,5460,2
16009,714,104,44,40,7178,4
16010,701,123,19,36,10033,2
16011,44,1,58,12,10284,1
16012,701,119,29,11,7345,2
16013,701,88,8,36,1845,4
16014,2013,85,29,14,12322,4
16015,701,8,8,36,7191,3
16016,2167,2,58,7,3035,1
16018,2013,101,8,22,13293,1
16019,675,85,28,36,6638,4
16020,1988,102,8,36,442,4
16021,675,88,32,36,11004,0
16022,2018,111,29,14,12899,3
16023,675,9,29,14,7604,0
16024,675,104,42,38,2064,1
16025,714,101,37,32,13151,3
16026,675,86,29,36,11004,4
16027,714,112,29,29,7950,3
16028,2018,1,30,35,4643,3
16029,2018,101,16,14,3505,2
16030,675,86,56,36,12875,4
16032,2018,110,29,14,11373,2
16033,1988,86,32,14,14877,2
16035,701,112,19,36,7483,1
16036,2018,8,29,14,4581,3
16037,1994,111,29,26,13119,4
16038,1994,1,29,14,14897,4
16039,979,101,29,0,12468,4
16040,2018,104,7,14,12117,4
16042,675,85,38,35,2204,2
16043,675,85,28,36,6636,1
16044,675,88,29,14,8276,3
16045,2013,85,17,14,12041,0
16046,831,101,29,36,8886,4
16047,701,11,30,36,10829,3
16048,1994,112,29,21,6814,2
16049,701,104,30,36,10849,2
16050,675,122,37,32,11552,2
16051,675,101,29,14,12117,1
16052,701,88,57,8,12840,4
16053,2018,1,29,14,8846,4
16054,2156,9,29,5,4822,1
16055,701,88,38,36,10882,1
16056,675,119,5,36,2720,1
16057,2018,1,29,14,14898,4
16058,1994,136,29,14,3545,1
16059,1994,88,14,35,7306,4
16060,1994,88,29,28,4589,4
16061,675,3,54,14,8712,1
16062,701,62,8,36,3860,3
16063,701,102,29,36,1845,2
16064,2018,10,32,21,13527,1
16065,1994,64,42,38,9545,2
16066,1994,102,17,14,3876,3
16067,714,117,8,29,2977,4
16068,675,88,29,14,8829,2
16069,1994,102,29,14,9485,2
16070,675,88,37,32,12078,1
16071,675,84,48,36,4197,1
16072,831,10,29,32,8241,4
16073,675,1,8,10,4416,2
16074,675,88,29,32,7638,2
16075,2018,112,13,38,3266,4
16076,1994,115,29,22,13288,4
16077,675,1,37,30,2610,3
16078,701,88,29,41,14520,2
16079,714,86,58,44,4181,1
16080,1994,134,29,16,7050,0
16081,675,88,29,14,8796,3
16082,1994,86,29,14,13989,4
16083,675,88,29,14,7045,3
16084,2018,102,29,14,573,1
16085,1994,101,42,6,2320,4
16086,701,86,30,36,11035,1
16087,714,9,58,29,2864,2
16088,2176,88,1,29,2878,4
16089,675,88,43,29,5238,4
16090,675,88,29,14,2566,3
16091,701,10,29,36,1894,4
16092,675,101,29,14,557,4
16093,2222,102,48,31,6491,3
16094,1988,118,58,14,9538,1
16095,701,10,29,11,10164,1
16096,1994,88,29,14,8818,3
16097,675,88,29,22,5607,4
16098,2018,111,29,14,11652,1
16099,701,2,8,11,4985,4
16100,714,112,43,36,8889,3
16101,675,8,29,14,14885,2
16102,675,88,54,11,2483,3
16103,831,86,29,36,7559,3
16104,979,88,0,0,4380,4
16105,675,101,51,14,9545,1
16106,675,88,29,14,9491,2
16107,675,19,54,14,13696,0
16108,675,88,13,43,843,4
16109,1994,101,29,36,3821,2
16110,1994,88,29,14,948,2
16111,70,2,49,11,1581,3
16112,701,1,49,11,5070,4
16113,714,2,44,36,7785,1
16114,714,2,40,42,6034,1
16115,675,19,58,29,7208,1
16116,1172,134,58,14,9545,2
16117,44,112,29,24,1374,4
16118,701,9,5,36,12706,3
16119,675,88,53,10,1078,1
16120,1994,111,29,14,11320,2
16121,2018,101,54,35,2010,4
16122,714,11,50,36,4316,2
16123,701,133,29,36,1515,2
16124,1994,37,13,38,2647,4
16125,701,86,29,32,7664,0
16126,675,86,29,11,4960,2
16127,537,24,12,43,2283,4
16128,791,10,37,30,2610,2
16129,2018,1,29,14,13979,2
16130,2018,104,29,14,15160,3
16131,675,88,29,14,7914,2
16132,962,116,30,0,342,4
16133,1994,112,29,22,4359,1
16134,2018,8,29,14,7914,3
16135,675,117,32,36,1801,4
16136,2018,88,29,14,9485,1
16137,701,11,8,11,9951,2
16138,701,101,34,32,968,4
16139,701,11,8,36,855,4
16140,675,104,29,14,3097,4
16141,714,86,29,26,13293,4
16142,701,9,56,36,10858,4
16143,675,88,43,14,14688,1
16144,675,88,58,32,7638,2
16145,714,88,1,14,8829,4
16146,1994,104,29,14,1597,1
16147,1994,111,29,16,4071,3
16148,675,84,7,36,10849,1
16149,962,86,29,0,4372,2
16150,2018,88,29,14,15052,1
16151,2018,86,49,35,954,3
16152,2018,86,29,14,13432,1
16153,675,1,7,14,184,1
16154,1994,104,29,21,12612,4
16155,2018,86,29,14,8060,4
16156,675,103,48,36,1294,1
16157,2156,85,29,5,14877,3
16158,701,85,19,36,767,1
16159,701,117,29,32,7202,1
16160,2045,86,29,22,5941,0
16161,714,8,29,36,9202,4
16162,714,11,58,7,4116,1
16163,831,88,58,12,4571,0
16164,714,104,29,14,13800,3
16165,2018,1,29,14,14877,2
16166,714,111,29,14,13627,2
16167,2176,11,7,29,4439,2
16168,675,100,29,14,12205,1
16169,2018,86,29,14,14898,2
16170,2013,19,29,14,12598,1
16171,1988,88,32,14,3330,2
16172,675,88,1,36,11028,3
16173,962,117,54,0,7362,2
16174,675,88,16,14,14914,2
16175,2018,131,29,36,6619,2
16176,1994,124,29,24,9795,1
16177,2018,101,29,14,13832,0
16178,1994,8,29,14,14678,1
16179,701,116,8,36,1877,0
16180,2156,111,37,5,4822,1
16181,675,111,1,14,11751,0
16182,1994,118,29,14,9524,3
16183,1994,84,13,38,2266,2
16184,714,104,29,17,10494,1
16185,675,88,37,32,12084,4
16186,2018,12,13,6,3724,1
16188,675,88,29,14,14096,1
16189,44,12,38,32,14310,3
16190,2018,85,29,14,12185,0
16191,675,88,29,14,12591,2
16192,1994,101,29,14,11748,4
16193,1994,104,29,14,5681,0
16194,965,84,13,10,8217,3
16195,2018,85,14,35,12702,4
16196,675,101,29,14,707,4
16197,675,8,49,36,9630,4
16198,2266,2,61,33,2549,2
16199,675,2,32,14,12183,0
16200,714,101,13,38,3746,2
16201,714,84,30,11,12506,2
16202,675,3,29,28,8941,0
16203,714,88,29,14,9538,2
16204,701,109,8,11,7236,0
16205,675,102,29,14,2362,3
16206,1994,88,29,14,3542,1
16207,1994,120,29,23,9003,4
16208,2220,104,48,31,6672,2
16209,2152,101,1,5,12780,1
16210,2013,9,29,14,3539,3
16211,701,85,50,11,396,1
16212,2018,85,58,44,4064,3
16213,675,112,29,36,1845,4
16214,677,109,48,32,2083,4
16215,675,88,5,29,7626,2
16216,2018,19,13,35,9424,1
16217,675,102,29,14,12289,0
16218,714,88,29,36,1807,3
16219,701,88,29,32,3714,3
16220,701,110,49,36,7414,3
16221,701,2,30,32,13635,4
16223,701,104,57,9,7847,4
16224,788,12,44,33,1626,1
16225,701,104,29,32,3289,3
16226,675,8,7,30,2586,1
16227,701,88,15,32,7638,4
16228,2018,1,29,24,12344,3
16229,1994,109,29,14,12951,1
16230,675,12,37,36,10849,3
16231,714,88,43,14,7002,3
16232,714,9,29,30,2610,1
16233,701,104,29,11,5029,3
16234,675,88,29,36,248,0
16235,675,102,54,14,10633,1
16236,2018,3,29,24,1202,0
16237,1994,88,29,33,11228,3
16238,675,85,1,32,2665,3
16239,675,107,13,36,10013,4
16240,2150,101,13,38,3768,3
16241,2156,86,29,5,14883,3
16242,1994,102,29,14,6206,3
16243,2018,88,8,14,4548,4
16245,2018,115,29,22,12849,0
16246,675,88,1,32,1126,3
16247,714,11,50,36,4314,3
16248,675,123,49,7,4114,1
16249,701,88,29,32,7664,3
16250,2018,86,29,28,10586,1
16251,791,102,37,30,863,4
16252,976,100,5,0,7248,4
16253,1994,119,29,25,6917,1
16254,675,111,29,0,4374,0
16255,1994,104,56,22,8082,0
16256,701,88,8,29,2359,1
16257,2018,2,29,14,14913,4
16258,701,86,29,11,2712,1
16259,675,86,54,36,1119,4
16260,675,116,58,36,10242,1
16261,675,88,8,10,9359,2
16262,701,2,8,10,4423,1
16263,701,84,29,32,7628,2
16264,831,86,29,36,11241,4
16265,2018,112,29,14,12905,2
16266,675,84,37,36,10887,1
16267,675,1,49,29,2141,4
16268,675,88,29,38,3318,2
16269,675,119,29,14,9545,1
16270,1994,88,29,14,12043,2
16271,675,8,29,14,8280,2
16272,675,2,50,10,13197,4
16273,701,101,13,36,1845,4
16274,44,86,16,42,359,1
16275,701,64,29,36,14600,2
16276,1994,104,29,14,7557,1
16277,675,104,29,32,12838,0
16278,675,8,29,32,6067,1
16279,714,11,29,7,9906,2
16280,675,9,29,32,8242,2
16281,675,12,29,32,7614,2
16282,714,101,7,29,190,1
16283,1988,8,29,14,13522,3
16284,979,84,29,0,341,2
16285,675,3,29,32,2610,1
16286,44,134,8,10,1,2
16287,675,108,58,29,5893,2
16288,675,84,16,42,11275,2
16289,2018,88,43,5,3008,2
16290,701,108,29,36,2228,2
16291,701,100,16,36,3733,2
16292,1994,88,29,28,8806,1
16293,675,88,29,32,7586,2
16295,2018,9,29,14,647,2
16296,675,88,29,36,1886,2
16297,701,84,29,36,116,1
16298,1994,88,29,14,8806,3
16299,2013,9,29,14,647,2
16300,2018,9,29,16,10581,2
16301,1988,88,32,14,4586,1
16302,2259,109,38,33,1412,1
16303,675,12,16,42,2746,3
16304,2176,84,7,14,13431,4
16305,701,104,8,36,10849,4
16306,701,88,31,10,2737,2
16307,1994,127,14,35,7240,4
16308,2018,3,37,28,12082,3
16309,701,9,8,36,12892,0
16310,791,88,37,30,2585,0
16311,675,3,29,39,3915,2
16312,701,86,29,36,7360,1
16313,675,1,32,29,2864,0
16314,701,109,29,36,10035,0
16315,714,101,29,26,5685,2
16316,2018,101,13,35,1084,3
16317,2018,117,13,2,709,4
16318,791,86,29,32,2473,0
16319,2018,112,30,6,7222,2
16320,2013,19,17,14,12369,4
16321,2013,111,32,14,11752,1
16322,1994,19,29,14,12380,4
16323,675,3,29,36,10307,2
16324,675,8,29,14,12143,2
16325,675,8,29,14,14898,3
16326,1994,87,29,14,3524,0
16327,675,19,49,11,15095,2
16328,1182,87,8,23,3084,2
16329,714,88,16,42,4291,4
16330,1174,86,44,33,13250,2
16331,2045,8,29,35,12753,2
16332,675,86,32,32,7638,0
16333,675,111,7,14,12956,2
16334,675,88,49,14,6206,3
16335,675,88,43,14,2941,2
16336,832,88,29,36,2226,3
16337,684,88,38,0,285,1
16338,675,8,34,30,265,2
16339,675,8,29,14,14685,0
16340,1994,88,29,14,3309,3
16341,2013,12,19,28,2178,4
16342,714,102,49,32,7614,2
16343,2018,88,29,14,3528,2
16344,791,103,29,30,2610,2
16346,675,8,29,36,1807,2
16347,675,12,29,36,10782,4
16348,701,86,43,32,11106,0
16349,675,88,54,30,863,2
16350,1994,124,16,14,3506,0
16351,701,87,32,10,2316,0
16352,701,109,57,36,12627,0
16353,675,127,29,14,9530,4
16354,675,107,29,14,10597,4
16355,2152,101,29,5,12954,2
16356,701,85,30,40,12685,4
16357,701,85,29,36,1789,1
16358,2018,108,29,14,6278,2
16359,701,127,1,32,276,1
16360,44,136,38,36,6634,4
16361,701,87,8,36,7614,1
16362,1994,120,29,14,3506,0
16363,714,1,49,36,2818,3
16364,714,88,32,10,2437,1
16365,675,88,29,36,1807,2
16366,2018,104,29,14,557,2
16367,675,101,44,32,9545,2
16368,2013,102,29,14,3313,2
16369,962,112,49,0,2235,3
16370,2005,37,29,1,5133,2
16371,701,103,48,36,1294,1
16372,714,12,29,29,13967,2
16373,1994,88,43,14,11697,2
16374,2013,100,29,14,12185,2
16375,675,88,43,14,2940,3
16376,714,12,29,32,3714,1
16377,1994,17,49,14,12380,3
16378,714,87,29,30,2610,2
16379,714,1,49,29,1091,2
16380,2018,101,29,14,6076,2
16381,675,12,29,36,12625,2
16382,714,101,7,29,15144,2
16383,675,101,29,14,11652,3
16384,1994,116,5,6,7212,4
16385,675,9,38,35,9402,3
16386,675,101,13,30,2467,2
16387,701,101,14,36,7034,2
16388,701,112,8,32,2369,2
16389,1994,40,13,6,2957,0
16390,2013,102,1,14,6306,4
16391,714,12,8,36,13001,1
16392,675,104,43,32,763,2
16393,675,104,29,14,12958,2
16394,2018,100,29,14,12185,2
16395,675,115,37,32,7448,3
16396,675,3,29,36,11022,4
16397,675,100,7,32,12855,4
16398,701,116,29,36,1673,2
16399,1994,87,29,14,13863,1
16400,675,88,29,14,11879,2
16401,2018,11,52,13,5120,2
16402,675,88,37,14,7964,2
16403,701,102,8,32,7366,2
16404,2018,112,30,38,9371,1
16405,1994,12,37,28,6906,2
16406,675,88,5,38,11961,3
16407,988,84,40,42,4280,0
16408,2045,104,29,5,4822,2
16409,2018,86,29,14,8060,4
16410,2018,3,30,6,4643,3
16411,537,12,44,36,743,3
16412,2013,116,29,14,9540,4
16413,44,110,29,14,5528,4
16414,976,88,8,0,127,4
16415,2005,9,5,32,7612,4
16416,675,88,29,32,7637,4
16417,675,84,7,14,13688,1
16418,1174,117,29,23,3084,2
16419,675,88,29,14,11194,2
16420,675,88,16,42,14657,0
16421,675,84,7,36,11795,1
16422,831,101,29,36,8885,4
16423,675,85,0,14,14877,3
16424,2018,86,29,14,12411,4
16425,675,88,32,30,2594,1
16426,1994,3,29,21,4702,2
16427,701,123,49,11,12466,1
16428,2018,84,29,14,14898,0
16429,675,88,54,11,8082,0
16430,675,12,29,30,2610,4
16431,675,8,29,14,6510,2
16432,2018,104,29,14,9485,0
16433,1994,17,29,14,5196,2
16434,714,88,8,30,2598,2
16435,2018,84,29,14,6723,2
16436,714,10,43,11,400,2
16437,1182,132,29,36,11915,3
16438,675,86,29,13,4349,4
16439,675,2,29,36,1835,0
16440,684,88,58,10,1342,3
16441,675,123,44,36,7331,2
16442,701,10,8,10,6525,4
16443,2018,88,16,42,2745,3
16444,701,2,13,32,13635,0
16445,701,88,16,11,9116,2
16446,675,84,43,0,6888,2
16447,701,12,13,36,6502,4
16448,714,11,8,10,3944,2
16449,2018,86,29,23,14497,1
16450,675,88,29,38,9545,4
16451,1994,86,29,14,8888,4
16452,675,84,29,32,7638,0
16453,714,85,61,12,2192,2
16454,1994,88,29,13,4263,2
16455,701,109,29,32,5587,2
16456,704,84,29,36,7487,3
16457,2018,112,8,14,11349,4
16458,2018,86,29,14,6237,1
16459,701,1,40,11,6035,1
16460,1994,12,29,14,2736,2
16461,2018,108,14,35,13669,2
16462,675,103,29,36,13444,4
16463,675,8,29,38,647,3
16464,714,84,29,29,13666,0
16465,675,8,29,39,1122,2
16466,2018,10,29,14,6088,2
16467,1994,88,29,14,9484,3
16468,675,111,32,14,5142,3
16469,701,88,29,36,7614,2
16470,675,101,30,38,4329,3
16471,2018,86,29,14,4584,3
16472,701,85,8,32,11403,4
16473,2156,8,43,5,3009,2
16474,831,8,29,32,3370,3
16476,2018,104,5,35,12713,0
16477,684,88,54,0,327,3
16478,701,2,49,11,12412,4
16479,1994,117,29,14,186,2
16480,714,112,5,35,12931,0
16481,976,112,42,0,363,4
16482,1994,88,29,17,1767,1
16483,675,12,32,36,10849,2
16484,2018,88,29,14,3311,2
16485,675,88,8,10,10045,2
16486,2018,85,29,14,670,1
16487,675,88,16,36,2703,1
16488,701,116,29,36,285,4
16489,701,20,29,36,452,2
16490,675,8,29,30,2610,0
16491,2018,88,29,5,4822,2
16492,701,88,29,39,1090,0
16493,1994,112,29,14,7172,2
16494,2013,110,29,14,12322,2
16495,2018,8,29,14,12185,0
16496,2018,86,38,35,7156,2
16497,1994,101,5,38,7404,4
16498,675,85,0,29,11254,2
16500,2018,86,29,6,11304,2
16501,675,88,32,14,6906,3
16502,2220,88,13,31,6671,1
16503,675,1,43,36,958,4
16504,701,112,14,36,763,2
16505,2005,101,56,36,9180,2
16506,701,103,8,32,9358,2
16507,714,108,37,35,2578,0
16508,675,104,13,40,8899,0
16509,701,119,8,10,1402,0
16510,675,9,37,14,7927,3
16511,2018,88,8,14,1527,4
16512,675,104,54,14,5920,3
16513,675,2,30,32,9431,4
16514,675,3,1,14,14877,0
16515,675,8,54,14,2378,2
16516,675,88,29,14,12597,1
16517,675,3,13,36,13799,1
16518,701,86,7,36,11027,2
16519,675,11,13,0,8212,4
16520,1994,104,30,35,12709,0
16521,44,86,16,42,3722,2
16522,675,88,54,11,405,0
16523,675,12,49,36,2718,1
16524,2222,125,13,31,12603,3
16525,675,3,38,11,5234,3
16526,675,3,37,14,4702,2
16527,2018,9,29,24,13832,2
16528,675,119,16,11,2540,2
16529,714,12,7,29,1091,2
16530,2176,9,30,38,3827,0
16531,675,9,29,14,3368,1
16532,2018,107,30,36,10829,1
16533,2018,135,43,40,11540,4
16534,675,88,29,10,234,2
16535,701,101,54,32,7614,0
16536,701,88,29,36,9345,1
16537,675,101,29,14,12132,1
16538,2222,133,8,31,7349,4
16539,701,88,56,36,10896,2
16540,701,88,29,14,2424,1
16541,701,120,38,36,15100,2
16542,44,111,29,14,10681,2
16543,675,86,13,7,9906,2
16544,2018,10,29,14,1094,2
16545,2018,3,29,14,15159,2
16546,701,86,30,36,4234,3
16547,675,88,45,14,4820,2
16548,1994,12,29,14,5092,2
16549,714,8,7,29,2895,3
16550,2018,116,29,14,13641,2
16551,701,88,29,30,2585,4
16552,2018,88,29,5,6598,0
16553,1994,102,49,17,4135,3
16554,714,11,29,30,2632,2
16555,714,9,13,36,10777,3
16556,1994,88,29,14,2775,2
16557,675,8,32,14,14897,1
16558,701,86,29,11,7339,4
16559,675,112,54,11,1845,2
16560,714,3,43,42,2752,2
16561,675,88,32,36,1807,4
16562,1994,112,29,14,11748,3
16563,675,122,50,35,5210,3
16564,1994,86,29,14,13444,4
16565,675,87,29,30,2629,3
16566,701,8,29,36,4122,1
16567,2018,86,29,6,10403,4
16568,2018,1,29,22,13253,4
16569,675,111,49,36,7342,2
16570,701,64,54,43,8553,2
16571,675,84,49,11,9959,2
16572,701,112,29,32,7724,4
16573,1994,88,29,23,13696,0
16574,2018,8,5,35,12851,3
16575,675,116,28,36,9982,2
16576,701,88,58,11,13928,2
16577,675,19,54,14,1773,1
16578,675,8,30,35,9113,1
16579,791,84,29,30,2629,4
16580,714,1,30,25,4693,2
16581,675,88,29,36,969,4
16582,701,8,54,32,7591,1
16583,2018,86,29,14,14862,0
16584,714,8,29,29,13773,0
16585,2018,9,30,6,12850,0
16586,701,88,8,36,9849,4
16587,701,88,29,10,3430,0
16588,675,88,29,14,10610,0
16589,675,84,29,14,10597,2
16590,2018,88,13,38,2338,1
16591,1988,88,29,14,13283,2
16592,675,88,29,14,13997,2
16593,2018,10,56,14,6505,2
16594,714,85,58,40,4063,4
16595,675,88,29,14,6120,2
16597,675,111,56,32,9358,2
16598,714,88,29,35,13127,0
16599,714,116,37,36,972,1
16600,675,9,58,44,6055,2
16601,2018,9,29,14,3522,4
16602,705,9,5,36,3408,2
16603,1994,1,28,14,4498,0
16604,675,107,13,36,7245,1
16605,675,104,29,14,14898,3
16607,714,9,5,36,11994,1
16608,1994,12,29,14,2422,2
16609,2018,107,13,6,2245,1
16610,675,85,29,14,630,2
16611,1994,131,29,14,3139,2
16612,701,88,1,36,7360,1
16613,701,88,14,36,12750,2
16614,675,107,7,14,11167,3
16615,1994,86,8,14,2059,4
16616,704,88,29,0,329,3
16617,675,3,29,36,10778,2
16618,714,100,29,30,2615,0
16619,705,86,8,36,876,0
16620,1994,124,29,14,2267,3
16621,675,111,50,32,8560,2
16622,714,86,32,14,4838,3
